source,reporter_id,reporter_name,canonical_name,confidence_tier,article_count,strategy_id,source_verified_shortfall,command_template
Bloomberg,6892,Ryan Vlastelica,Ryan Vlastelica,likely,12,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5413,Anthony Di Paola,Anthony Di Paola,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12175,Arsalan Shahla,Arsalan Shahla,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3748,Brody Ford,Brody Ford,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6298,Catherine Lucey,Catherine Lucey,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7939,Jeff Mason,Jeff Mason,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5632,Lydia Beyoud,Lydia Beyoud,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3552,Natasha Mascarenhas,Natasha Mascarenhas,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7368,Olivia Fishlow,Olivia Fishlow,likely,11,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6532,Anthony Hughes,Anthony Hughes,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5775,Ari Natter,Ari Natter,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6186,Craig Stirling,Craig Stirling,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5179,Daniele Lepido,Daniele Lepido,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8300,Eltaf Najafizada,Eltaf Najafizada,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5230,Joe Mayes,Joe Mayes,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8240,Salma El Wardany,Salma El Wardany,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,9102,Yongchang Chin,Yongchang Chin,likely,10,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4269,Alaric Nightingale,Alaric Nightingale,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4278,Alex Wickham,Alex Wickham,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5149,Alicia Diaz,Alicia Diaz,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4289,Bailey Lipschultz,Bailey Lipschultz,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7371,Benjamin Stupples,Benjamin Stupples,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10567,Chris Strohm,Chris Strohm,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6307,Edward Ludlow,Edward Ludlow,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6164,Enda Curran,Enda Curran,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10070,Gowri Gurumurthy,Gowri Gurumurthy,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11203,Jack Ryan,Jack Ryan,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3727,Joel Leon,Joel Leon,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7367,Katherine Doherty,Katherine Doherty,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7219,Maria Paula Mijares Torres,Maria Paula Mijares Torres,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3715,Mathieu Dion,Mathieu Dion,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6412,Miles J. Herszenhorn,Miles J. Herszenhorn,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5732,Natalia Kniazhevich,Natalia Kniazhevich,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3539,Natalie Lung,Natalie Lung,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8448,Pratigya Vajpayee,Pratigya Vajpayee,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5657,Preeti Singh,Preeti Singh,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6134,Rakesh Sharma,Rakesh Sharma,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11211,Roxana Tiron,Roxana Tiron,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3582,Tooba Khan,Tooba Khan,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6563,Yoolim Lee,Yoolim Lee,likely,9,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5117,Andreina Itriago,Andreina Itriago,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3609,Bastian Benrath-Wright,Bastian Benrath-Wright,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8996,Ben Bartenstein,Ben Bartenstein,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5766,Caleb Mutua,Caleb Mutua,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3543,Carmen Arroyo,Carmen Arroyo,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,9858,Courtney McBride,Courtney McBride,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12107,Dana Khraiche,Dana Khraiche,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12120,Davide Barbuscia,Davide Barbuscia,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3583,Eric Martin,Eric Martin,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4295,Erik Larson,Erik Larson,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4865,Fabiola Zerpa,Fabiola Zerpa,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5518,Jonathan Tamari,Jonathan Tamari,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8804,Jorgelina Do Rosario,Jorgelina Do Rosario,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,4731,Julian Hast,Julian Hast,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10075,Lucy White,Lucy White,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,9308,Maggie Eastland,Maggie Eastland,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6281,Matthew Griffin,Matthew Griffin,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6874,Michael Nienaber,Michael Nienaber,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7072,Mihir Mishra,Mihir Mishra,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6565,Rong Wei Neo,Rong Wei Neo,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5705,Samy Adghirni,Samy Adghirni,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5954,Soo-Hyang Choi,Soo-Hyang Choi,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6165,Steven T. Dennis,Steven T. Dennis,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,10069,Thomas Escritt,Thomas Escritt,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,8397,Will Kubzansky,Will Kubzansky,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6092,William Horobin,William Horobin,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5842,Ye Xie,Ye Xie,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3567,Yian Lee,Yian Lee,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5595,Youkyung Lee,Youkyung Lee,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5623,Zoe Tillman,Zoe Tillman,likely,8,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,12083,Alberto Nardelli,Alberto Nardelli,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,7208,Alessandra Migliaccio,Alessandra Migliaccio,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6488,Alexandra Semenova,Alexandra Semenova,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,9239,Allyson Versprille,Allyson Versprille,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5834,Ashley Carman,Ashley Carman,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,3607,Augusta Saraiva,Augusta Saraiva,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,5937,Biz Carson,Biz Carson,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,9835,Carmen Reinicke,Carmen Reinicke,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6474,Carter Johnson,Carter Johnson,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,6287,Cecilia D'Anastasio,Cecilia D'Anastasio,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
Bloomberg,11557,Charles Gorrivan,Charles Gorrivan,likely,7,blocked_cloudflare_manual,720,uv run python backend/scripts/enrich_local_reporter_author_pages.py --source 'Bloomberg' --target-promotions 720 --max-articles-per-reporter 3 --limit-reporters 1440 # review access_barriers before any --apply run
